movieId,rating
2159,3.4146417445482866
7880,3.283333333333333
5433,2.821342925659472
119061,3.25
94491,2.5
149,3.6943171402383133
79739,2.3333333333333335
102072,3.147727272727273
266,3.496258734772123
26294,3.506
3016,3.186837294332724
41617,2.830246913580247
88886,2.3333333333333335
102874,3.5
103834,3.3333333333333335
5151,2.8275
2709,3.107142857142857
5423,3.18609865470852
114659,2.0
96960,1.5
43914,3.2687074829931975
39414,3.3161290322580643
118882,4.5
89910,2.5
86206,3.764705882352941
5462,2.3490813648293964
130560,3.5
27458,2.8461538461538463
97797,3.7222222222222223
104906,3.204081632653061
105404,3.0833333333333335
80224,3.125
7706,3.9343817787418653
72637,3.0
6048,3.275
6076,3.209090909090909
1034,3.5392809587217045
59938,3.0789473684210527
105161,4.0
46976,3.8397548161120842
107899,1.5
97906,4.166666666666667
93855,3.6625874125874125
1194,3.4166666666666665
1303,4.040199611865816
81312,2.769230769230769
100951,3.0
106254,3.25
69529,3.8624338624338623
26734,2.8157894736842106
93700,3.588235294117647
27044,2.511627906976744
7358,3.033333333333333
111050,3.5
97390,2.642857142857143
126955,4.0
2271,3.2210626185958255
71446,3.75
26810,3.6871657754010694
81819,3.6505681818181817
26354,3.25
534,3.893407270486753
5549,2.8369565217391304
6040,2.415562913907285
41762,3.375
77449,2.5588235294117645
111245,3.3
513,2.9361888111888113
116463,3.0
116094,2.5
1474,2.5225071225071227
95583,3.0592783505154637
270,3.173764258555133
85190,3.6153846153846154
54934,2.6447368421052633
51573,3.7872340425531914
65359,2.685483870967742
63276,3.4875
115421,4.0
53847,3.6666666666666665
145,3.2507724425887266
102367,3.5
82393,2.5
88347,3.6
96547,3.5
95756,3.3
52668,3.274907749077491
68,3.4369951534733443
8959,2.948936170212766
113845,4.0
97971,2.5
4417,3.0057471264367814
1238,3.96665623043206
72557,3.4516129032258065
7700,4.082865168539326
6687,2.4285714285714284
570,3.4727272727272727
27436,2.875
86882,3.817353579175705
33760,3.409090909090909
1081,3.5154140127388533
105608,2.9
44100,3.5489130434782608
94817,2.5
1404,3.2325581395348837
668,4.139947437582129
73813,3.607142857142857
128740,3.0
5505,3.4016781411359727
73031,2.25
90526,1.25
100401,3.21875
69448,3.588235294117647
100338,3.5
88877,3.1666666666666665
99387,3.7
77240,3.4656488549618323
107380,3.4285714285714284
60609,3.606060606060606
20,2.8807541625857005
99384,3.25
6992,3.0111607142857144
2431,3.109677419354839
7719,3.0405405405405403
8290,1.519736842105263
7015,2.9881656804733727
